Token,LOC,PER,ORG,MISC
silssesfitsdescendreschezsunstailleur,,,,
schezsunescouturi,,,,
res,,,,
sils,,,,
crivaitsdessbilletsschezslessconcierges,,,,
sEnfinsilssarriv,,,,
rentsboulevardsMontmartre,,,,
sFr,,,,
d,,,,
ricstraversaslasboutique,,,,
smontasl,,,,
escalier,,,,
sArnouxslesreconnutsdansslasglacesplac,,,,
esdevantssonsbureaus,,,,
set,,,,
stoutsenscontinuants,,,,
s,,,,
crire,,,,
sluistenditslasmainspar,,,,
dessussl,,,,
paule,,,,
ssCinqsoussixspersonnes,,,,
sdebout,,,,
semplissaientsl,,,,
appartements,,,,
troit,,,,
squ,,,,
clairaitsunesseulesfen,,,,
tresdonnantssurslascours,,,,
sunscanap,,,,
sensdamassdeslainesbrunesoccupantsausfondsl,,,,
int,,,,
rieursd,,,,
unesalc,,,,
ve,,,,
sentresdeuxsporti,,,,
ressd,,,,
toffessemblable,,,,
sSurslaschemin,,,,
escouvertesdespaperasses,,,,
silsysavaitsunesV,,,,
nussensbronzes,,,,
sdeuxscand,,,,
labres,,,,
sgarnissdesbougiessroses,,,,
slasflanquaientsparall,,,,
lement,,,,
sAsdroite,,,,
spr,,,,
ssd,,,,
unscartonnier,,,,
sunshommesdanssunsfauteuilslisaitslesjournal,,,,
sensgardantssonschapeaussurssast,,,,
tes,,,,
slessmuraillessdisparaissaientssoussdessestampessetsdesstableaux,,,,
sgravuresspr,,,,
cieusessousesquissessdesma,,,,
tresscontemporains,,,,
sorn,,,,
essdesd,,,,
dicaces,,,,
squist,,,,
moignaientspoursJacquessArnouxsdesl,,,,
affectionslasplusssinc,,,,
re,,,,
ss,,,,
sCelasvastoujourssbiens,,,,
s,,,,
sfit,,,,
ilsenssestournantsverssFr,,,,
d,,,,
ric,,,,
ssEt,,,,
ssanssattendressasr,,,,
ponse,,,,
silsdemandasbass,,,,
sHussonnets,,,,
ss,,,,
sCommentsl,,,,
appelez,,,,
vous,,,,
svotresamis,,,,
s,,,,
ssPuisstoutshauts,,,,
ss,,,,
sPrenezsdoncsunscigare,,,,
ssurslescartonnier,,,,
sdansslasbo,,,,
te,,,,
s,,,,
ssL,,,,
Artsindustriel,,,,
spos,,,,
sauspointscentralsdesParis,,,,
s,,,,
taitsunslieusdesrendez,,,,
vousscommode,,,,
sunsterrainsneutreso,,,,
slessrivalit,,,,
sssescoudoyaientsfamili,,,,
rement,,,,
sOnsysvoyaitscesjour,,,,
l,,,,
sAnt,,,,
norsBraive,,,,
sle,,,,
sportraitistesdessroiss,,,,
sJulessBurrieu,,,,
squiscommen,,,,
aits,,,,
spopularisersparssessdessinsslessguerressd,,,,
Alg,,,,
ries,,,,
slescaricaturistesSombaz,,,,
slessculpteursVourdat,,,,
sd,,,,
autressencore,,,,
setsaucunsnesr,,,,
pondaitsauxspr,,,,
jug,,,,
ssdesl,,,,
tudiant,,,,
sLeurssmani,,,,
ress,,,,
taientssimples,,,,
sleurssproposslibres,,,,
sLesmystiquesLovariassd,,,,
bitasunscontesobsc,,,,
nes,,,,
setsl,,,,
inventeursduspaysagesoriental,,,,
slesfameuxsDittmer,,,,
sportaitsunescamisolesdestricotssousssonsgilet,,,,
setspritsl,,,,
omnibusspourss,,,,
ensretourner,,,,
ssIlsfutsd,,,,
abordsquestionsd,,,,
unesnomm,,,,
esApollonie,,,,
sunsanciensmod,,,,
lesquesBurrieuspr,,,,
tendaitsavoirsreconnuessurslesboulevard,,,,
sdanssunesdaumont,,,,
sHussonnetsexpliquascettesm,,,,
tamorphosesparslass,,,,
riesdessessentreteneurs,,,,
ss,,,,
sCommescesgaillard,,,,
l,,,,
sconna,,,,
tslessfillessdesPariss,,,,
sditsArnoux,,,,
ss,,,,
sApr,,,,
ssvous,,,,
ss,,,,
ilsensreste,,,,
ssires,,,,
sr,,,,
pliquaslesboh,,,,
me,,,,
savecsunssalutsmilitaire,,,,
spoursimiterslesgrenadiersoffrantssasgourdes,,,,
sNapol,,,,
on,,,,
ssPuissonsdiscutasquelquesstoiles,,,,
so,,,,
slast,,,,
tesd,,,,
Apolloniasavaitsservi,,,,
sLessconfr,,,,
ressabsentssfurentscritiqu,,,,
s,,,,
sOnss,,,,
tonnaitsdusprixsdesleurss,,,,
uvress,,,,
setstousssesplaignaientsdesnespointsgagnerssuffisamment,,,,
slorsquesentrasunshommesdestaillesmoyenne,,,,
sl,,,,
habitsferm,,,,
sparsunsseulsbouton,,,,
slessyeuxsvifs,,,,
sl,,,,
airsunspeusfou,,,,
ss,,,,
sQuelstassdesbourgeoissvouss,,,,
tess,,,,
sdit,,,,
il,,,,
sQu,,,,
est,,,,
cesquescelasfait,,,,
smis,,,,
ricordes,,,,
sLessvieuxsquisconfectionnaientsdesschefs,,,,
d,,,,
uvresness,,,,
inqui,,,,
taientspassdusmillion,,,,
sCorr,,,,
ge,,,,
sMurillo,,,,
ss,,,,
sAjoutezsPellerins,,,,
sditsSombaz,,,,
ssMaisssanssreleversl,,,,
pigramme,,,,
silscontinuasdesdiscourirsavecstantsdesv,,,,
h,,,,
mence,,,,
squ,,,,
Arnouxsfutscontraintsdesluisr,,,,
p,,,,
tersdeuxsfoiss,,,,
ss,,,,
sMasfemmesasbesoinsdesvous,,,,
sjeudi,,,,
sN,,,,
oubliezspass,,,,
s,,,,
ssCettesparolesramenaslaspens,,,,
esdesFr,,,,
d,,,,
ricssursMmesArnoux,,,,
sSanssdoute,,,,
sonsp,,,,
n,,,,
traitschezsellesparslescabinetspr,,,,
ssdusdivans,,,,
sArnoux,,,,
spoursprendresunsmouchoir,,,,
svenaitsdesl,,,,
ouvrirs,,,,
sFr,,,,
d,,,,
ricsavaitsaper,,,,
u,,,,
sdansslesfond,,,,
sunslavabo,,,,
sMaissunessortesdesgrommellementssortitsduscoinsdeslaschemin,,,,
es,,,,
sc,,,,
taitslespersonnagesquislisaitssonsjournal,,,,
sdansslesfauteuil,,,,
sIlsavaitscinqspiedssneufspouces,,,,
slesspaupi,,,,
ressunspeustombantes,,,,
slascheveluresgrise,,,,
sl,,,,
airsmajestueuxs,,,,
setss,,,,
appelaitsRegimbart,,,,
ss,,,,
sQu,,,,
est,,,,
cesdonc,,,,
scitoyens,,,,
sditsArnoux,,,,
ss,,,,
sEncoresunesnouvellescanailleriesdusGouvernements,,,,
s,,,,
ssIlss,,,,
agissaitsdeslasdestitutionsd,,,,
unsma,,,,
tresd,,,,
cole,,,,
ssPellerinsrepritssonsparall,,,,
lesentresMichel,,,,
AngesetsShakespeare,,,,
sDittmerss,,,,
ensallait,,,,
sArnouxslesrattrapaspoursluismettresdansslasmainsdeuxsbilletssdesbanque,,,,
sAlors,,,,
sHussonnet,,,,
scroyantslesmomentsfavorables,,,,
ss,,,,
sVoussnespourriezspassm,,,,
avancer,,,,
smonscherspatrons,,,,
s,,,,
ssMaissArnouxss,,,,
taitsrassissetsgourmandaitsunsvieillardsd,,,,
aspectssordide,,,,
senslunettessbleues,,,,
ss,,,,
sAhs,,,,
svouss,,,,
tessjoli,,,,
sp,,,,
resIsaacs,,,,
sVoil,,,,
stroiss,,,,
uvressd,,,,
cri,,,,
es,,,,
sperduess,,,,
sToutslesmondessesfichesdesmois,,,,
sOnslessconna,,,,
tsmaintenants,,,,
sQuesvoulez,,,,
voussquesj,,,,
ensfasses,,,,
sIlsfaudrasquesjeslessenvoiesensCalifornies,,,,
sausdiables,,,,
sTaisez,,,,
vouss,,,,
s,,,,
ssLassp,,,,
cialit,,,,
sdescesbonhommesconsistaits,,,,
smettresausbassdescesstableauxsdesssignaturessdesma,,,,
tressanciens,,,,
sArnouxsrefusaitsdeslespayers,,,,
silslescong,,,,
diasbrutalement,,,,
sPuis,,,,
schangeantsdesmani,,,,
res,,,,
silssaluasunsmonsieursd,,,,
cor,,,,
sgourm,,,,
savecsfavorissetscravatesblanche,,,,
ssLescoudessursl,,,,
espagnolettesdeslasfen,,,,
tre,,,,
silsluisparlaspendantslongtemps,,,,
sd,,,,
unsairsmielleux,,,,
sEnfinsils,,,,
clatas,,,,
ss,,,,
sEhs,,,,
sjesnessuisspassembarrass,,,,
sd,,,,
avoirsdesscourtiers,,,,
smonsieurslescomtes,,,,
s,,,,
ssLesgentilhommess,,,,
tantsr,,,,
sign,,,,
sArnouxsluissoldasvingt,,,,
cinqslouis,,,,
set,,,,
sd,,,,
ssqu,,,,
ilsfutsdehorss,,,,
ss,,,,
sSont,,,,
ilssassommants,,,,
scessgrandssseigneurss,,,,
ss,,,,
sToussdessmis,,,,
rabless,,,,
s,,,,
smurmurasRegimbart,,,,
ssAsmesuresquesl,,,,
heuresavan,,,,
ait,,,,
slessoccupationssd,,,,
Arnouxsredoublaients,,,,
silsclassaitsdessarticles,,,,
sd,,,,
cachetaitsdesslettres,,,,
salignaitsdesscomptess,,,,
sausbruitsdusmarteausdansslesmagasin,,,,
ssortaitspourssurveillerslessemballages,,,,
spuissreprenaitssasbesogneset,,,,
stoutsensfaisantscourirssasplumesdesferssurslespapier,,,,
silsripostaitsauxsplaisanteries,,,,
sIlsdevaitsd,,,,
nerslessoirschezssonsavocat,,,,
setspartaitsleslendemainspourslasBelgique,,,,
ssLessautresscausaientsdesschosessdusjours,,,,
slesportraitsdesCherubini,,,,
sl,,,,
h,,,,
micyclesdessBeaux,,,,
Artssl,,,,
expositionsprochaine,,,,
sPellerinsd,,,,
blat,,,,
raitscontresl,,,,
Institut,,,,
sLesscancans,,,,
slessdiscussionsss,,,,
entrecroisaient,,,,
sL,,,,
appartement,,,,
sbassdesplafond,,,,
s,,,,
taitssisrempli,,,,
squ,,,,
onsnespouvaitsremuers,,,,
setslaslumi,,,,
resdessbougiessrosesspassaitsdansslasfum,,,,
esdesscigaresscommesdessrayonssdessoleilsdansslasbrume,,,,
ssLasporte,,,,
spr,,,,
ssdusdivan,,,,
ss,,,,
ouvrit,,,,
setsunesgrandesfemmesmincesentra,,,,
s,,,,
savecsdessgestessbrusquessquisfaisaientssonnerssurssasrobesenstaffetassnoirstoutesslessbreloquessdessasmontre,,,,
ssC,,,,
taitslasfemmesentrevue,,,,
sl,,,,
t,,,,
sdernier,,,,
sausPalaissRoyal,,,,
sQuelques,,,,
uns,,,,
sl,,,,
appelantsparssonsnom,,,,
s,,,,
chang,,,,
rentsavecsellesdesspoign,,,,
essdesmain,,,,
sHussonnetsavaitsenfinsarrach,,,,
sunescinquantainesdesfrancss,,,,
slaspendulessonnasseptsheuress,,,,
stousssesretir,,,,
rent,,,,
ssArnouxsdits,,,,
sPellerinsdesrester,,,,
setsconduisitsMllesVatnazsdansslescabinet,,,,
ssFr,,,,
d,,,,
ricsn,,,,
entendaitspassleurssparolessilsschuchotaient,,,,
sCependant,,,,
slasvoixsf,,,,
mininess,,,,
levas,,,,
ss,,,,
sDepuisssixsmoissquesl,,,,
affairesestsfaite,,,,
sj,,,,
attendsstoujourss,,,,
s,,,,
ssIlsyseutsunslongssilence,,,,
sMllesVatnazsreparut,,,,
sArnouxsluisavaitsencorespromissquelqueschose,,,,
ss,,,,
sOhs,,,,
sohs,,,,
splusstard,,,,
snoussverronss,,,,
ss,,,,
sAdieu,,,,
shommesheureuxs,,,,
s,,,,
sdit,,,,
elle,,,,
senss,,,,
ensallant,,,,
ssArnouxsrentrasvivementsdansslescabinet,,,,
s,,,,
crasasduscosm,,,,
